Item No;Description;Manufacturer;Model Number;Item Type;Custodian;Location;Status;Procedure;Contract Agency;Asset Number;Action Interval;Category;Memo;Serial No;Part Of;Date Acquired;Cost;Action Cost;Time Required;Alternate ID;Department;Metrology Discipline;Range;Standard Type;Use Std;Date Due;Item Out;Last Action Date;UDF Text 1;UDF Text 2;UDF Text 3;UDF Text 4;UDF Text 5;UDF Text 6;UDF Text 7;UDF Text 8;UDF Numeric 1;UDF Numeric 2;UDF Numeric 3;UDF Numeric 4;UDF Numeric 5;UDF Numeric 6;UDF Numeric 7;UDF Numeric 8;Customer Owned;Customer
986;Weekly Maintenance, Large Flow Loop;Dwyer;N/A;Maintenance;Technician;P01 Large Flow Loop;Inactive;;MC Lab;LW-FB11;7;Flow Measurement;;;702;;;;;;Lab;Flow;0 - 3000 GPM;N/A;;4/12/2019;;4/5/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
987;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM287;365;Pressure;;57542;;;;;;010019;Manufacturing;Pressure;+/- 25.0" W. C.;Working;;9/9/2022;;9/9/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
988;Pace Measurement/Control Module;GE/Druck;CM2-13G;Calibration;Dave Niezgodzki;17052 Accredited Lab;Active;;GE/Druck;LW-PCM18;365;Pressure;;3520013;;;;;;;Manufacturing;Pressure;-15 to 300 PSIG;Working;;2/8/2013;;8/11/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
989;Pace Chassis;GE/Druck;6000;Cal Not Req;Dave Niezgodzki;R64 490W;Active;;MC Lab;MW-DPI16;1825;Digital Pressure Indicator;;3505373;;;;;;010336;Manufacturing;Pressure; ;Working;;7/12/2023;;7/13/2018;Indirect Impact;;;;;;;;;;;;;;;;False;R64
990;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R64  490W;Active;;MC Lab;MW-PM288;365;Pressure;;61506;;;;;;MC2019;Manufacturing;Pressure;0 - 300 PSIG;Working;;9/17/2021;-1;9/17/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
991;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R64  490W;Active;;Accredited Lab;MW-PM289;365;Pressure;;57452;;;;;;MC2020;Manufacturing;Pressure;0 - 500 PSIG;Working;;12/2/2021;;12/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
992;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;629HLP;Active;;Ashcroft;MW-PM290;365;Pressure;;57251;;;;;;MC2012;Manufacturing;Pressure;0 - 15 PSIG;Working;;10/30/2020;;10/31/2019;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
993;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.05%);Calibration;Dave Niezgodzki;R54 ASIC;Active;;Accredited Lab;MW-PM291;365;Pressure;;55410;;;;;;MC 2016;Manufacturing;Pressure;0 - 100 PSIG;Working;;10/27/2021;;10/27/2020;Direct Impact;;;;;;;;;;;;;;;;False;ASIC 626/8
994;Pace Measurement/Control Module;GE/Druck;CM2-14G;Calibration;Dave Niezgodzki;R64 490W;Active;;GE/Druck;MW-PCM22;1825;Pressure;;3990956;;;;;;010336;Manufacturing;Pressure;-15 to 500 PSIG;Working;;7/30/2023;;7/31/2018;Direct Impact;;;;;;;;;;;;;;;;False;R64
995;Pace Measurement/Control Module;GE/Druck;CM1-18G;Calibration;Dave Niezgodzki;R54;Active;;GE/Druck;MW-PCM23;1825;Pressure;;10282121;;;;;;;Manufacturing;Pressure;-15 to 3000 PSIG;Working;;9/23/2023;;9/24/2018;Direct Impact;;;;;;;;;;;;;;;;False;R54
996;Pace Measurement/Control Module;GE/Druck;CM2-13G;Calibration;Dave Niezgodzki;R54;Active;;GE/Druck;MW-PCM24;1825;Pressure;;4408208;;;;;;010636;Manufacturing;Pressure;-15 to 300 PSIG;Working;;8/25/2026;;8/26/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
997;Pace Chassis;GE/Druck;6000;Cal Not Req;Dave Niezgodzki;R64;Active;;MC Lab;MW-DPI17;1825;Digital Pressure Indicator;;4007887;;;;;;010674;Manufacturing;Pressure; ;Working;;1/18/2024;;1/19/2019;Indirect Impact;;;;;;;;;;;;;;;;False;R64
998;Pace Measurement/Control Module;GE/Druck;CM0-10G;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;GE/Druck;MW-PCM25;365;Pressure;;3783517;;;;;;010022;Manufacturing;Pressure;-1 to 7 Bar;Working;;12/7/2021;;12/7/2020;Direct Impact;;;;;;;;;;;;;;;;False;629HLP
999;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;Ashcroft;MW-PM292;365;Pressure;;61508;;;;;;;Manufacturing;Pressure;0 - 100 PSIG;Working;;9/17/2020;;9/18/2019;Direct Impact;;;;;;;;;;;;;;;;False;629HLP
1000;Digital Multimeter;Agilent;34401A;Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-DMM27;365;Electrical Measurement;;MY45007746;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;12/7/2021;;12/7/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1001;Digital Multimeter;Agilent;34450A;Cal Not Req;Dave Niezgodzki;R64;Broken;;Callabco;MW-DMM28;182;Electrical Measurement;;MY53070051;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;6/12/2021;;12/12/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1002;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R64  490W;Active;;Accredited Lab;MW-PM293;365;Pressure;;A2223;;;;;;;Manufacturing;Pressure;0 - 300 PSIG;Working;;11/11/2021;;11/11/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1003;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R64  490W;Active;;Accredited Lab;MW-PM294;365;Pressure;;A2224;;;;;;;Manufacturing;Pressure;0 - 500 PSIG;Working;;12/2/2021;;12/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1004;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.07%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM295;365;Pressure;;5803;;;;;;;Manufacturing;Pressure;0 - 0.5" W.C.;Working;;11/10/2021;;11/10/2020;Direct Impact;;;;;;;;;;;;;;;;False;R54
1005;Emerson/Rosemount Pressure Transmitter;Emerson/Rosemount;3051SMV5M11A3R2E11A1AC12B4M5Q4;Calibration;Dave Niezgodzki;P01 SAH Test Station;Active;;MC Lab;MW-FB04-FC02;365;Pressure;;0004087;73;;;;;;Manufacturing;Flow;0 - 7.0"WC;Working;;4/13/2022;;4/13/2021;Direct Impact;;;;;;;;;;;;;;;;False;Sensing Precision Wind Tunnel
1006;Medium Flow Loop, Weekly Maintence;Dwyer;N/A;Maintenance;Technician;P01 Medium Flow Loop;Active;;MC Lab;LW-FB13;7;Flow Measurement;;;;;;;;;Lab;Flow;0 - 1500 GPM;N/A;;4/12/2019;;4/5/2019;Direct Impact;;;;;;;;;;;;;;;;False;P01 Production
1007;Monthly Maintenance, Medium Flow Loop;Dwyer;N/A;Cal Not Req;Technician;P01 Medium Flow Loop;Inactive;;MC Lab;LW-FB13;30;Flow Measurement;;;;;;;;;Lab;Flow;0 - 1500 GPM;N/A;;2/6/2020;;2/6/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1008;Digital Multimeter;Keysight;34450A;Calibration;Dave Niezgodzki;R64 RHP;Active;;MC Lab;MW-DMM29;365;Electrical Measurement;;MY58200055;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;9/2/2021;;9/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1009;Digital Multimeter;Keysight;34450A;Cal Not Req;Dave Niezgodzki;R64 RHP;Inactive;;Callabco;MW-DMM30;365;Electrical Measurement;;MY58220024;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;11/2/2021;;11/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1010;Digital Multimeter;Agilent;34401A;Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-DMM31;365;Electrical Measurement;;MY41047030;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;2/5/2022;;2/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
1011;Pace Pressure Module;GE/Druck;CM2-13G;Calibration;Dave Niezgodzki;MC Lab;Active;;Transcat;LW-PCM12;365;Pressure;;3942635;;;;;;;Lab;Pressure;-1/20 Bar;Working;;9/24/2022;;9/24/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1012;Ashcroft Calibrator;Ashcroft;MC-2;Calibration;Dave Niezgodzki;Wakarusa;Active;;Accredited Lab;MW-MFC092;365;Multi-Function Calibrator;;10071;;;;;;QW-5100-J;Manufacturing;Manufacturing;Multi;Working;;2/4/2022;;2/4/2021;Direct Impact;;;;;;;;;;;;;;;;False;Wakarusa
1013;Ashcroft Calibrator;Ashcroft;MC-2;Calibration;Dave Niezgodzki;Wakarusa;Active;;Ashcroft;MW-MFC093;365;Multi-Function Calibrator;;6076;;;;;;;Manufacturing;Manufacturing;Multi;Working;;5/24/2022;;5/24/2021;Direct Impact;;;;;;;;;;;;;;;;False;Wakarusa
1014;Ashcroft Calibrator;Ashcroft;MC-2;Calibration;Dave Niezgodzki;Wakarusa;Active;;Ashcroft;MW-MFC094;365;Multi-Function Calibrator;;13722;;;;;;QW-5100-H;Manufacturing;Manufacturing;Multi;Working;;10/19/2022;;10/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;Wakarusa
1015;Digital Multimeter;HP;34401A;Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-DMM32;365;Electrical Measurement;;US36041280;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;11/18/2021;;11/18/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
1016;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;629HLP;Active;;MC Lab;MW-MFC095;182;Multi-Function Calibrator;;49720;;;;;;;Manufacturing;Manufacturing;Multi;Working;;8/12/2020;;2/12/2020;Direct Impact;;;;;;;;;;;;;;;;False;Grandview
1017;Pace Measurement/Control Module;GE/Druck;CM2-16G;Calibration;Dave Niezgodzki;P01 Pilot Line;Active;;GE/Druck;MW-PCM26;1825;Pressure;;4216772;;;;;;010519;Manufacturing;Pressure;-15 to 1000 PSIG;Working;;5/12/2019;;10/10/2018;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1018;High Pressure Air Compressor;Coltri Americas;8019.2;Maintenance;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-CMP01;30;Pressure;;AOr-0380292;;;;;;010908;Lab;Pressure;0 - 5,000 PSI;N/A;;3/6/2019;;2/4/2019;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1019;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC096;365;Multi-Function Calibrator;;49117;;;;;;;Manufacturing;626/628 ASIC;Multi;Working;;10/15/2022;;10/15/2021;Direct Impact;;;;;;;;;;;;;;;;False;ASIC 626/8
1020;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;Accredited Lab;MW-MFC097;365;Multi-Function Calibrator;;6438;;;;;;;Manufacturing;Manufacturing Engineering;Multi;Working;;2/5/2022;;2/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1021;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;MC Lab;MW-MFC098;365;Multi-Function Calibrator;;10702;;;;;;;Manufacturing;Manufacturing Engineering;Multi;Working;;9/30/2022;;9/30/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1022;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;MC Lab;MW-MFC099;365;Multi-Function Calibrator;;13124;;;;;;;Manufacturing;Manufacturing Engineering;Multi;Working;;6/30/2022;;6/30/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1023;RTD Probe;Fluke;5616-12;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LR-DTR01-RTD05;182;Temperature;;97118;159;;;;;;Lab;Temperature;-200 - 962 C;Primary;;9/30/2021;;4/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1024;Digital Multimeter;Agilent;34401A;Calibration;Dave Niezgodzki;R64;Active;;PSL;MW-DMM33;365;Electrical Measurement;;MY44001806;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;4/23/2022;;4/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
1025;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-MFC025;365;Multi-Function Calibrator;;15888;;;;;;;Lab;Lab;Multi;Working;;12/17/2020;;12/18/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1026;Pace Pressure Module;GE/Druck;CM2-008G;Calibration;Dave Niezgodzki;MC Lab;Active;;Transcat;LW-PCM13;365;Pressure;;4421808;;;;;;;Lab;Pressure;+/- 0.35 PSIG;Working;;3/4/2021;;7/23/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1027;Alicat Scientific Flowmeter;Alicat Scientific;MC-5SLPM-D/5M;Calibration;Dave Niezgodzki;Grandview;Active;;Alicat Scientific;MW-FM37;365;Flow Measurement;;100029;;;;;;;Manufacturing;Flow;0 - 5.000 SLPM;Working;;11/21/2019;;11/26/2018;Direct Impact;;;;;;;;;;;;;;;;False;Grandview
1028;Temperature Transmitter;Dwyer;TTE-104-W-LCD;Calibration;Dave Niezgodzki;P01 Pilot Line;Active;;MC Lab;MW-TT04;365;Temperature;;M09279;;;;;;;Lab;Temperature;-28.89 - 60 Deg. C;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;P01 Production
1029;Temperature Transmitter;Dwyer;TTE-104-W-LCD;Calibration;Dave Niezgodzki;P01 Pilot Line;Active;;MC Lab;MW-TT05;365;Temperature;;M09280;;;;;;;Lab;Temperature;-28.89 - 60 Deg. C;Working;;12/2/2021;;12/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;P01 Production
1030;Pace Pressure Module;FLIR;CM2-11G;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PCM14;365;Pressure;;3990469;;;;;;010338;Lab;Pressure;-15 to 150 PSIG;Working;;9/28/2022;;9/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1031;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM094;182;Pressure;;60382;;;;;;;Lab;Pressure;0 - 100" W.C.;Working;;7/5/2021;;1/4/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1032;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM095;365;Pressure;;57258;;;;;;MC2014;Lab;Pressure;0 - 50 PSIG;Working;;7/7/2022;;7/7/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1033;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM096;365;Pressure;;57255;;;;;;MC2013;Lab;Pressure;0 - 30 PSIG;Working;;3/3/2022;;3/3/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1034;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-MFC026;365;Multi-Function Calibrator;;4196;;;;;;;Lab;Lab;Multi;Working;;7/7/2022;;7/7/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1035;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM097;365;Pressure;;37224;;;;;;;Lab;Pressure;0 - 30 in. Hg;Working;;5/21/2022;;5/21/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1036;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM098;365;Pressure;;57450;;;;;;2016;Lab;Pressure;0 - 100 PSIG;Working;;10/5/2022;;10/5/2021;Direct Impac;;;;;;;;;;;;;;;;False;MC Lab
1037;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54 ASIC;Active;;Ashcroft;MW-PM313;365;Pressure;;57933;;;;;;;Manufacturing;Pressure;0 - 600 PSIG;Working;;7/19/2022;;7/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;ASIC 626/8
1038;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54 ASIC;Active;;MC Lab;MW-PM312;365;Pressure;;57451;;;;;;MC2018;Manufacturing;Pressure;0 - 200 PSIG;Working;;7/22/2022;;7/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;ASIC 626/8
1039;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM101;365;Pressure;;55459;;;;;;MC2018;Lab;Pressure;0 - 200 PSIG;Working;;7/1/2022;;7/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1040;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.05%);Calibration;Dave Niezgodzki;R54 ASIC;Active;;PSL;MW-PM318;365;Pressure;;55408;;;;;;MC2013;Manufacturing;Pressure;0 - 30 PSIG;Working;;4/14/2022;;4/14/2021;Direct impact;;;;;;;;;;;;;;;;False;R54
1041;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM103;365;Pressure;;58846;;;;;;;Lab;Pressure;0 - 30 PSIA;Working;;5/21/2022;;5/21/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1042;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM321;365;Pressure;;60379;;;;;;;Manufacturing;Pressure;0 - 30 PSIG;Working;;3/11/2022;;3/11/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
1043;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.05%);Calibration;Dave Niezgodzki;R54 ASIC;Active;;MC Lab;MW-PM317;365;Pressure;;37976;;;;;;;Lab;Pressure;0 - 5 PSIG;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
1044;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM106;365;Pressure;;62174;;;;;;;Lab;Pressure;0 - 10 PSIG;Working;;3/16/2022;;3/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1045;Master Gauge;Omega Engineering;PGT-60L-600;Calibration;Dave Niezgodzki;Wolcott;Active;;MC Lab;MW-PI31;365;Pressure;;600-16;;;;;;;Manufacturing;Pressure;0 - 600 PSIG;Working;;1/16/2022;;1/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;Wolcott
1046;Master Gauge;Mountz;PGT-85L-1000;Calibration;Dave Niezgodzki;Wolcott;Active;;Internal;MW-PI32;365;Pressure;;1000-7;;;;;;010927;Manufacturing;Pressure;0 - 1000 PSIG;Working;;1/16/2022;;1/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;Wolcott
1047;Pace Measurement/Control Module;GE/Druck;CM0-18G;Calibration;Dave Niezgodzki;R54 629C;Active;;GE/Druck;MW-PCM27;1825;Pressure;;11182210;;;;;;;Manufacturing;Pressure;-15 to 3000 PSIG;Working;;12/2/2023;;12/14/2018;Direct Impact;;;;;;;;;;;;;;;;False;R54
1048;Pace Pressure Control/Measurement Module;GE/Druck;CM2-02G;Calibration;Dave Niezgodzki;MC Lab;Active;;Transcat;LW-PCM15;182;Pressure;;4290725;;;;;;010619;Lab;Pressure;+/- 3 PSIG;Working;;7/16/2022;;7/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1049;Fluke 2456 Piston Gauge Monitor;Fluke;2456-ENV;Calibration;Dave Niezgodzki;MC Flow Lab;Active;;Fluke;LR-GPG01-MON01;365;Pressure;;73625;;;;;;;Lab;Pressure Accuracy Standard;0.2-1000 PSIG, 0.2-1000 PSIA, ;Primary;;9/24/2022;;9/24/2021;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1050;Fluke Mass Set;Fluke;2468A-799;Calibration;Dave Niezgodzki;MC Flow Lab;Active;;Fluke;LR-GPG01-MS01;365;Weights;;73078;1049;;;;;;Lab;Pressure Accuracy Standard;.01 - 1 kilograms;Primary;;9/22/2022;;9/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1051;ASTM Mass set;Troemner;;Calibration;Dave Niezgodzki;MC Flow Lab;Active;;Troemner;LR-GPG01-MS02;1825;Weights;;4000021126;1049;;;;;;Lab;Pressure Accuracy Standard;1mg-2mg, 5mg-500mg, 1g-20g;Primary;;12/20/2023;;12/21/2018;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1052;High Range Piston-Cylinder;Fluke;2465-729;Cal Not Req;Dave Niezgodzki;MC Lab;Inactive;;Fluke;LR-GPG01-PSC01;365;Weights;;V1765;1049;;;;;;Lab;Pressure Accuracy Standard;0.2-1000 psi;Primary;;4/29/2020;;4/30/2019;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1053;Low Range Piston-Cylinder;Fluke;2468-758;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LR-GPG01-PSC02;365;Weights;;TL1796;;;;;;;Lab;Pressure Accuracy Standard;0.2-50 psi;Primary;;9/22/2022;;9/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1054;Laboratory Environmental Monitor;Fluke;2456-LEM;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LR-GPG01-LEM01;365;Humidity, Temperature & Pressu;;73132;1049;;;;;;Lab;Temp., Hum. & Pressure;;Primary;;9/23/2022;;9/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1055;Vacuum Gauge;Fluke;2456-VAC;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LR-GPG01-VG01;365;Pressure;;73627;1049;;;;;;Lab;Vacuum;;Primary;;9/23/2022;;9/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1056;Fluke PRT;Fluke;2455-11-006;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LR-GPG01-RTD6;182;Temperature;;73619;;;;;;;Lab;Temperature;;Primary;;2/19/2020;;8/21/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1057;Weekly Maintenance, Small Flow Loop;Dwyer;N/A;Cal Not Req;Technician;P01 Small Flow Loop;Inactive;;MC Lab;LW-FB12;7;Flow Measurement;;;795;;;;;;Lab;Flow;0 - 400 GPM;N/A;;11/12/2019;;11/5/2019;No Impact;;;;;;;;;;;;;;;;False;MC Lab
1058;Monthly Maintenance, Small Flow Loop;Dwyer;N/A;Cal Not Req;Technician;P01 Small Flow Loop;Inactive;;MC Lab;LW-FB12;30;Flow Measurement;;;795;;;;;;Lab;Flow;0 - 400 GPM;N/A;;2/3/2019;;1/5/2019;No Impact;;;;;;;;;;;;;;;;False;MC Lab
1059;Automation Direct Analog PLC Card;Automation Direct;P2-8AD4DA-1;Cal Not Req;Dave Niezgodzki;P01 Flow Lab;Inactive;;Callabco;MW-APLC03;365;Electrical Measurement;;P2-8AD4DA-1+18724F047D;;;;;;;Manufacturing;Electrical Measurement;In: 0-20mA, Out: 4-20mA;Working;;4/11/2021;;4/11/2020;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1060;Automation Direct Analog PLC Card;Automation Direct;P2-8AD4DA-1;Calibration;Dave Niezgodzki;P01 Flow Lab;Active;;Callabco;MW-APLC04;365;Electrical Measurement;;P2-8AD4DA-1+18724F048D;;;;;;;Manufacturing;Electrical Measurement;In: 0-20mA, Out: 4-20mA;Working;;1/11/2020;;1/11/2019;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1061;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-MFC100;182;Multi-Function Calibrator;;49119;;;;;;;Manufacturing;Pressure;Multi;Working;;2/24/2022;;8/26/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
1062;Pressurements (Ruska) Pneumatic Deadweight Tester;Pressurements (Ruska);P3025-3;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LR-PDWT01;1825;Pressure;;67450;;;;;;009254;Lab;Pressure Accuracy Standard;3 - 500 PSIG, 1 - 30 in.Hg;Primary;;5/5/2025;;5/6/2020;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
1063;Pace Measurement/Control Module;GE/Druck;CM2-08G;Calibration;Dave Niezgodzki;Grandview;Active;;GE/Druck;MW-PCM28;365;Pressure;;3272472;;;;;;010100;Manufacturing;Pressure;-15 to 50 PSIG;Working;;10/7/2021;;10/7/2020;Direct Impact;;;;;;;;;;;;;;;;False;Grandview
1064;Pace Chassis;GE/Druck;6000;Cal Not Req;Dave Niezgodzki;Manufacturing Engineering;Active;;MC Lab;MW-DPI18;1825;Digital Pressure Indicator;;3813341;;;;;;;Manufacturing;Pressure;Multi;Working;;1/21/2024;;1/22/2019;Indirect Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1065;AEMC Instruments DAQ;AEMC Instruments;L452;Calibration;Dave Niezgodzki;MC Lab;Active;;AEMC Instruments;LW-DAQ34;365;Electrical Measurement;;143411 QMH;;;;;;;Lab;Lab;Multi;Working;;1/23/2020;;1/23/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1066;AEMC Instruments DAQ;AEMC Instruments;L452;Calibration;Dave Niezgodzki;MC Lab;Active;;AEMC Instruments;LW-DAQ35;365;Electrical Measurement;;143378 QMH;;;;;;;Lab;Lab;Multi;Working;;1/23/2020;;1/23/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
1067;AVUL Ulta Low Flow Bench;Dwyer;;Maintenance;Dave Niezgodzki;Manufacturing Engineering AVUL;Active;;MC Lab;MW-FB05;1800;Flow Measurement;;;;;;;;;Manufacturing;Flow;12 - 400 FPM;Primary;;2/17/2024;;3/15/2019;No Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
1068;Digital Multimeter;Keysight;34450A;Calibration;Dave Niezgodzki;MSX (E);Active;;PSL;MW-DMM34;365;Electrical Measurement;;MY58490123;;;;;;;Manufacturing;Electrical Measurement;Multi;Working;;5/19/2022;;5/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;MSX (E)
